x	y
-3.86666666666667	-124.950518518519
-3.83333333333333	-118.481481481482
-3.8	-112.128
-3.76666666666667	-105.889185185185
-3.73333333333333	-99.7641481481481
-3.7	-93.7520000000001
-3.66666666666667	-87.8518518518519
-3.63333333333333	-82.0628148148149
-3.6	-76.384
-3.56666666666667	-70.8145185185185
-3.53333333333333	-65.3534814814815
-3.5	-60
-3.46666666666667	-54.7531851851852
-3.43333333333333	-49.6121481481482
-3.4	-44.576
-3.36666666666667	-39.6438518518519
-3.33333333333333	-34.8148148148148
-3.3	-30.0880000000001
-3.26666666666667	-25.4625185185186
-3.23333333333333	-20.9374814814815
-3.2	-16.5120000000001
-3.16666666666667	-12.1851851851852
-3.13333333333333	-7.95614814814819
-3.1	-3.82400000000001
-3.06666666666667	0.212148148148117
-3.03333333333333	4.15318518518514
-3	8
-2.96666666666667	11.7534814814815
-2.93333333333333	15.4145185185185
-2.9	18.984
-2.86666666666667	22.4628148148148
-2.83333333333333	25.8518518518519
-2.8	29.152
-2.76666666666667	32.3641481481481
-2.73333333333333	35.4891851851852
-2.7	38.528
-2.66666666666667	41.4814814814815
-2.63333333333333	44.3505185185185
-2.6	47.136
-2.56666666666667	49.8388148148148
-2.53333333333333	52.4598518518518
-2.5	55
-2.46666666666667	57.4601481481481
-2.43333333333333	59.8411851851852
-2.4	62.144
-2.36666666666667	64.3694814814815
-2.33333333333333	66.5185185185185
-2.3	68.592
-2.26666666666667	70.5908148148148
-2.23333333333333	72.5158518518519
-2.2	74.368
-2.16666666666667	76.1481481481481
-2.13333333333333	77.8571851851852
-2.1	79.496
-2.06666666666667	81.0654814814815
-2.03333333333333	82.5665185185186
-2	84
-1.96666666666667	85.3668148148148
-1.93333333333333	86.6678518518519
-1.9	87.904
-1.86666666666667	89.0761481481481
-1.83333333333333	90.1851851851852
-1.8	91.232
-1.76666666666667	92.2174814814815
-1.73333333333333	93.1425185185185
-1.7	94.008
-1.66666666666667	94.8148148148148
-1.63333333333333	95.5638518518518
-1.6	96.256
-1.56666666666667	96.8921481481481
-1.53333333333333	97.4731851851852
-1.5	98
-1.46666666666667	98.4734814814815
-1.43333333333333	98.8945185185185
-1.4	99.264
-1.36666666666667	99.5828148148148
-1.33333333333333	99.8518518518519
-1.3	100.072
-1.26666666666667	100.244148148148
-1.23333333333333	100.369185185185
-1.2	100.448
-1.16666666666667	100.481481481481
-1.13333333333333	100.470518518519
-1.1	100.416
-1.06666666666667	100.318814814815
-1.03333333333333	100.179851851852
-1	100
-0.966666666666667	99.7801481481482
-0.933333333333334	99.5211851851852
-0.9	99.224
-0.866666666666667	98.8894814814815
-0.833333333333334	98.5185185185185
-0.8	98.112
-0.766666666666667	97.6708148148148
-0.733333333333333	97.1958518518518
-0.7	96.688
-0.666666666666667	96.1481481481482
-0.633333333333334	95.5771851851852
-0.600000000000001	94.976
-0.566666666666667	94.3454814814815
-0.533333333333333	93.6865185185185
-0.5	93
-0.466666666666667	92.2868148148148
-0.433333333333334	91.5478518518519
-0.4	90.784
-0.366666666666667	89.9961481481482
-0.333333333333334	89.1851851851852
-0.3	88.352
-0.266666666666667	87.4974814814815
-0.233333333333333	86.6225185185185
-0.2	85.728
-0.166666666666667	84.8148148148148
-0.133333333333334	83.8838518518519
-0.100000000000001	82.936
-0.0666666666666673	81.9721481481482
-0.0333333333333332	80.9931851851852
0	80
0.0333333333333332	78.9934814814815
0.0666666666666664	77.9745185185185
0.0999999999999996	76.944
0.133333333333333	75.9028148148148
0.166666666666666	74.8518518518519
0.2	73.792
0.233333333333333	72.7241481481482
0.266666666666667	71.6491851851852
0.3	70.568
0.333333333333333	69.4814814814815
0.366666666666666	68.3905185185185
0.399999999999999	67.296
0.433333333333333	66.1988148148148
0.466666666666667	65.0998518518519
0.5	64
0.533333333333333	62.9001481481482
0.566666666666666	61.8011851851852
0.6	60.704
0.633333333333333	59.6094814814815
0.666666666666666	58.5185185185185
0.699999999999999	57.432
0.733333333333333	56.3508148148148
0.766666666666667	55.2758518518519
0.8	54.208
0.833333333333333	53.1481481481482
0.866666666666666	52.0971851851852
0.9	51.056
0.933333333333333	50.0254814814815
0.966666666666667	49.0065185185185
1	48
1.03333333333333	47.0068148148148
1.06666666666667	46.0278518518519
1.1	45.064
1.13333333333333	44.1161481481482
1.16666666666667	43.1851851851852
1.2	42.272
1.23333333333333	41.3774814814815
1.26666666666667	40.5025185185185
1.3	39.648
1.33333333333333	38.8148148148148
1.36666666666667	38.0038518518519
1.4	37.216
1.43333333333333	36.4521481481482
1.46666666666667	35.7131851851852
1.5	35
1.53333333333333	34.3134814814815
1.56666666666667	33.6545185185185
1.6	33.024
1.63333333333333	32.4228148148148
1.66666666666667	31.8518518518519
1.7	31.312
1.73333333333333	30.8041481481482
1.76666666666667	30.3291851851852
1.8	29.888
1.83333333333333	29.4814814814815
1.86666666666667	29.1105185185185
1.9	28.776
1.93333333333333	28.4788148148148
1.96666666666667	28.2198518518519
2	28
2.03333333333333	27.8201481481482
2.06666666666667	27.6811851851852
2.1	27.584
2.13333333333333	27.5294814814815
2.16666666666667	27.5185185185185
2.2	27.552
2.23333333333333	27.6308148148148
2.26666666666667	27.7558518518519
2.3	27.928
2.33333333333333	28.1481481481482
2.36666666666667	28.4171851851852
2.4	28.736
2.43333333333333	29.1054814814815
2.46666666666667	29.5265185185185
2.5	30
2.53333333333333	30.5268148148148
2.56666666666667	31.1078518518518
2.6	31.744
2.63333333333333	32.4361481481482
2.66666666666667	33.1851851851852
2.7	33.992
2.73333333333333	34.8574814814815
2.76666666666667	35.7825185185185
2.8	36.768
2.83333333333333	37.8148148148148
2.86666666666667	38.9238518518519
2.9	40.096
2.93333333333333	41.3321481481481
2.96666666666667	42.6331851851852
3	44
3.03333333333333	45.4334814814814
3.06666666666667	46.9345185185185
3.1	48.504
3.13333333333333	50.1428148148148
3.16666666666667	51.8518518518519
3.2	53.632
3.23333333333333	55.4841481481482
3.26666666666667	57.4091851851852
3.3	59.408
3.33333333333333	61.4814814814815
3.36666666666667	63.6305185185185
3.4	65.856
3.43333333333333	68.1588148148148
3.46666666666667	70.5398518518518
3.5	72.9999999999999
3.53333333333333	75.5401481481481
3.56666666666667	78.1611851851851
3.6	80.8640000000001
3.63333333333333	83.6494814814815
3.66666666666667	86.5185185185185
3.7	89.472
3.73333333333333	92.5108148148148
3.76666666666667	95.6358518518518
3.8	98.848
3.83333333333333	102.148148148148
3.86666666666667	105.537185185185
3.9	109.016
3.93333333333333	112.585481481481
3.96666666666667	116.246518518518
4	120
4.03333333333333	123.846814814815
4.06666666666667	127.787851851852
4.1	131.824
4.13333333333333	135.956148148148
4.16666666666667	140.185185185185
4.2	144.512
4.23333333333333	148.937481481482
4.26666666666667	153.462518518519
4.3	158.088
4.33333333333333	162.814814814815
4.36666666666667	167.643851851852
4.4	172.576
4.43333333333333	177.612148148148
4.46666666666667	182.753185185185
4.5	188
4.53333333333333	193.353481481481
4.56666666666667	198.814518518518
4.6	204.384
4.63333333333333	210.062814814815
4.66666666666667	215.851851851852
4.7	221.752
4.73333333333333	227.764148148148
4.76666666666667	233.889185185185
4.8	240.128
4.83333333333333	246.481481481481
4.86666666666667	252.950518518518
4.9	259.536
4.93333333333333	266.238814814815
4.96666666666667	273.059851851852
5	280
5.03333333333333	287.060148148148
5.06666666666667	294.241185185185
5.1	301.544
5.13333333333333	308.969481481482
5.16666666666667	316.518518518519
5.2	324.192
5.23333333333333	331.990814814815
5.26666666666667	339.915851851852
5.3	347.968
5.33333333333333	356.148148148148
5.36666666666667	364.457185185185
5.4	372.896
5.43333333333333	381.465481481481
5.46666666666667	390.166518518518
5.5	399
5.53333333333333	407.966814814815
5.56666666666667	417.067851851852
5.6	426.304
5.63333333333333	435.676148148148
5.66666666666667	445.185185185185
5.7	454.832
5.73333333333333	464.617481481482
5.76666666666667	474.542518518519
5.8	484.608
5.83333333333333	494.814814814815
5.86666666666667	505.163851851852
5.9	515.656
5.93333333333333	526.292148148148
5.96666666666667	537.073185185185
6	548
6.03333333333333	559.073481481481
6.06666666666667	570.294518518518
6.1	581.664
6.13333333333333	593.182814814815
6.16666666666667	604.851851851852
6.2	616.672
6.23333333333333	628.644148148148
6.26666666666667	640.769185185185
6.3	653.048
6.33333333333333	665.481481481481
6.36666666666667	678.070518518518
6.4	690.816
6.43333333333333	703.718814814815
6.46666666666667	716.779851851852
6.5	730
6.53333333333333	743.380148148148
6.56666666666667	756.921185185185
6.6	770.624
6.63333333333333	784.489481481482
6.66666666666667	798.518518518519
6.7	812.712
6.73333333333333	827.070814814815
6.76666666666667	841.595851851852
6.8	856.288
6.83333333333333	871.148148148148
6.86666666666667	886.177185185185
6.9	901.376
6.93333333333333	916.745481481481
6.96666666666667	932.286518518518
7	948
7.03333333333333	963.886814814814
7.06666666666667	979.947851851851
7.1	996.184
